Cell_type.x,Gene_symbol.x,Gene_id,Cell.Type,DOI,gene,Tissue_type_PO,Cell_type.y,Gene_symbol.y,Marker_resource
leaf mesophyll,AT5G20670,AT5G20670,Mesophyll cell,10.1093/plcell/koaa060,AT5G20670,PO0025034,leaf mesophyll,AT5G20670,scRNA-seq
leaf mesophyll,CRR42,AT5G20935,Mesophyll cell,10.1093/plcell/koaa060,AT5G20935,PO0025034,leaf mesophyll,CRR42,scRNA-seq
leaf mesophyll,CRR42,AT5G20935,Mesophyll cell,10.1093/plcell/koaa060,AT5G20935,PO0025034,leaf,CRR42,Bulk RNA-seq
leaf mesophyll,NdhU,AT5G21430,Mesophyll cell,10.1038/nature13919,ndhU,PO0025034,leaf mesophyll,NdhU,scRNA-seq
leaf mesophyll,NdhU,AT5G21430,Mesophyll cell,10.1038/nature13919,ndhU,PO0025034,leaf,NdhU,Bulk RNA-seq
leaf mesophyll,NdhU,AT5G21430,Mesophyll cell,10.1093/plcell/koaa060,ndhU,PO0025034,leaf mesophyll,NdhU,scRNA-seq
leaf mesophyll,NdhU,AT5G21430,Mesophyll cell,10.1093/plcell/koaa060,ndhU,PO0025034,leaf,NdhU,Bulk RNA-seq
leaf mesophyll,AT5G22210,AT5G22210,NA,NA,AT5G22210,PO0025034,leaf mesophyll,AT5G22210,scRNA-seq
leaf mesophyll,AT5G22340,AT5G22340,Mesophyll cell,10.1093/plcell/koaa060,AT5G22340,PO0025034,leaf mesophyll,AT5G22340,scRNA-seq
leaf mesophyll,AT5G22440,AT5G22440,NA,NA,RPL10AC,PO0025034,leaf mesophyll,AT5G22440,scRNA-seq
leaf mesophyll,RPS11-BETA,AT5G23740,NA,NA,RPS11C,PO0025034,leaf mesophyll,RPS11-BETA,scRNA-seq
leaf mesophyll,AT5G24165,AT5G24165,NA,NA,AT5G24165,PO0025034,leaf mesophyll,AT5G24165,scRNA-seq
leaf mesophyll,PTAC7,AT5G24314,NA,NA,PTAC7,PO0025034,leaf mesophyll,PTAC7,scRNA-seq
leaf mesophyll,AT5G27850,AT5G27850,NA,NA,RPL18C,PO0025034,leaf mesophyll,AT5G27850,scRNA-seq
leaf mesophyll,AT5G28750,AT5G28750,NA,NA,TATA,PO0025034,leaf mesophyll,AT5G28750,scRNA-seq
leaf mesophyll,AT5G35480,AT5G35480,NA,NA,AT5G35480,PO0025034,leaf mesophyll,AT5G35480,scRNA-seq
leaf mesophyll,AT5G35480,AT5G35480,NA,NA,AT5G35480,PO0025034,leaf,AT5G35480,Bulk RNA-seq
leaf mesophyll,AT5G35740,AT5G35740,NA,NA,AT5G35740,PO0025034,leaf pavement cell,AT5G35740,scRNA-seq
leaf mesophyll,AT5G35740,AT5G35740,NA,NA,AT5G35740,PO0025034,leaf mesophyll,AT5G35740,scRNA-seq
leaf mesophyll,AT5G38520,AT5G38520,Mesophyll cell,10.1093/plcell/koaa060,AT5G38520,PO0025034,leaf mesophyll,AT5G38520,scRNA-seq
leaf mesophyll,AT5G38520,AT5G38520,Mesophyll cell,10.1093/plcell/koaa060,AT5G38520,PO0025034,petiole,AT5G38520,Bulk RNA-seq
leaf mesophyll,AT5G41050,AT5G41050,Mesophyll cell,10.1093/plcell/koaa060,AT5G41050,PO0025034,leaf mesophyll,AT5G41050,scRNA-seq
leaf mesophyll,RPS10B,AT5G41520,NA,NA,RPS10B,PO0025034,leaf mesophyll,RPS10B,scRNA-seq
leaf mesophyll,AT5G43150,AT5G43150,Phloem,10.1093/plcell/koaa060,AT5G43150,PO0025034,leaf mesophyll,AT5G43150,scRNA-seq
leaf mesophyll,PnsB5,AT5G43750,Mesophyll cell,10.1093/plcell/koaa060,PNSB5,PO0025034,leaf mesophyll,PnsB5,scRNA-seq
leaf mesophyll,CYTC6A,AT5G45040,Mesophyll cell,10.1093/plcell/koaa060,PETJ,PO0025034,leaf mesophyll,CYTC6A,scRNA-seq
leaf mesophyll,FKBP13,AT5G45680,NA,NA,FKBP13,PO0025034,leaf mesophyll,FKBP13,scRNA-seq
leaf mesophyll,AT5G45775,AT5G45775,NA,NA,RPL11C,PO0025034,leaf mesophyll,AT5G45775,scRNA-seq
leaf mesophyll,AT5G47190,AT5G47190,NA,NA,AT5G47190,PO0025034,leaf mesophyll,AT5G47190,scRNA-seq
leaf mesophyll,AT5G51010,AT5G51010,NA,NA,AT5G51010,PO0025034,leaf mesophyll,AT5G51010,scRNA-seq
leaf mesophyll,AT5G51110,AT5G51110,NA,NA,ATP1,PO0025034,leaf mesophyll,AT5G51110,scRNA-seq
leaf mesophyll,AT5G52780,AT5G52780,Mesophyll cell,10.1038/nature13919,AT5G52780,PO0025034,leaf mesophyll,AT5G52780,scRNA-seq
leaf mesophyll,AT5G52780,AT5G52780,Mesophyll cell,10.1038/nature13919,AT5G52780,PO0025034,leaf,AT5G52780,Bulk RNA-seq
leaf mesophyll,AT5G52780,AT5G52780,Mesophyll cell,10.1093/plcell/koaa060,AT5G52780,PO0025034,leaf mesophyll,AT5G52780,scRNA-seq
leaf mesophyll,AT5G52780,AT5G52780,Mesophyll cell,10.1093/plcell/koaa060,AT5G52780,PO0025034,leaf,AT5G52780,Bulk RNA-seq
leaf mesophyll,AT5G52960,AT5G52960,NA,NA,AT5G52960,PO0025034,leaf mesophyll,AT5G52960,scRNA-seq
leaf mesophyll,AT5G52970,AT5G52970,NA,NA,AT5G52970,PO0025034,leaf mesophyll,AT5G52970,scRNA-seq
leaf mesophyll,CcdA,AT5G54290,NA,NA,CcdA,PO0025034,leaf mesophyll,CcdA,scRNA-seq
leaf mesophyll,RPL24,AT5G54600,NA,NA,RPL24,PO0025034,leaf mesophyll,RPL24,scRNA-seq
leaf mesophyll,Tic20-V,AT5G55710,NA,NA,TIC20-V,PO0025034,leaf mesophyll,Tic20-V,scRNA-seq
leaf mesophyll,AT5G57040,AT5G57040,NA,NA,AT5G57040,PO0025034,leaf mesophyll,AT5G57040,scRNA-seq
leaf mesophyll,AT5G57170,AT5G57170,NA,NA,AT5G57170,PO0025034,leaf mesophyll,AT5G57170,scRNA-seq
leaf mesophyll,AT5G57290,AT5G57290,NA,NA,RPP3B,PO0025034,leaf mesophyll,AT5G57290,scRNA-seq
leaf mesophyll,AT5G57345,AT5G57345,NA,NA,AT5G57345,PO0025034,leaf mesophyll,AT5G57345,scRNA-seq
leaf mesophyll,NdhN,AT5G58260,Mesophyll cell,10.1038/nature13919,ndhN,PO0025034,leaf mesophyll,NdhN,scRNA-seq
leaf mesophyll,NdhN,AT5G58260,Mesophyll cell,10.1038/nature13919,ndhN,PO0025034,leaf,NdhN,Bulk RNA-seq
leaf mesophyll,NdhN,AT5G58260,Mesophyll cell,10.1093/plcell/koaa060,ndhN,PO0025034,leaf mesophyll,NdhN,scRNA-seq
leaf mesophyll,NdhN,AT5G58260,Mesophyll cell,10.1093/plcell/koaa060,ndhN,PO0025034,leaf,NdhN,Bulk RNA-seq
leaf mesophyll,MES18,AT5G58310,Mesophyll cell,10.1038/nature13919,MES18,PO0025034,leaf mesophyll,MES18,scRNA-seq
leaf mesophyll,MES18,AT5G58310,Mesophyll cell,10.1093/plcell/koaa060,MES18,PO0025034,leaf mesophyll,MES18,scRNA-seq
leaf mesophyll,AT5G60670,AT5G60670,NA,NA,RPL12C,PO0025034,leaf mesophyll,AT5G60670,scRNA-seq
leaf mesophyll,RPE,AT5G61410,NA,NA,RPE,PO0025034,leaf mesophyll,RPE,scRNA-seq
leaf mesophyll,AT5G62140,AT5G62140,Mesophyll cell,10.1093/plcell/koaa060,AT5G62140,PO0025034,leaf mesophyll,AT5G62140,scRNA-seq
leaf mesophyll,AT5G63060,AT5G63060,Mesophyll cell,10.1093/plcell/koaa060,AT5G63060,PO0025034,leaf mesophyll,AT5G63060,scRNA-seq
leaf mesophyll,NDPK2,AT5G63310,NA,NA,NDPK2,PO0025034,leaf mesophyll,NDPK2,scRNA-seq
leaf mesophyll,SPT42,AT5G63670,NA,NA,SPT42,PO0025034,leaf mesophyll,SPT42,scRNA-seq
leaf mesophyll,RPS28,AT5G64140,NA,NA,RPS28C,PO0025034,leaf mesophyll,RPS28,scRNA-seq
leaf mesophyll,AT5G64460,AT5G64460,Mesophyll cell,10.1038/nature13919,AT5G64460,PO0025034,leaf mesophyll,AT5G64460,scRNA-seq
leaf mesophyll,AT5G64460,AT5G64460,Mesophyll cell,10.1093/plcell/koaa060,AT5G64460,PO0025034,leaf mesophyll,AT5G64460,scRNA-seq
leaf mesophyll,AT5G65220,AT5G65220,NA,NA,RPL29,PO0025034,leaf mesophyll,AT5G65220,scRNA-seq
leaf mesophyll,AT5G65840,AT5G65840,NA,NA,AT5G65840,PO0025034,leaf mesophyll,AT5G65840,scRNA-seq
leaf mesophyll,AT5G67510,AT5G67510,NA,NA,RPL26B,PO0025034,leaf mesophyll,AT5G67510,scRNA-seq
leaf mesophyll,AT1G15010,AT1G15010,Mesophyll cell,10.1093/plcell/koaa060,AT1G15010,PO0025034,leaf mesophyll,AT1G15010,scRNA-seq
leaf mesophyll,AT1G15010,AT1G15010,Hydathode cell,10.1093/plcell/koaa060,AT1G15010,PO0025034,leaf mesophyll,AT1G15010,scRNA-seq
leaf mesophyll,AT1G33760,AT1G33760,NA,NA,ERF022,PO0025034,bundle sheath,AT1G33760,scRNA-seq
leaf mesophyll,AT1G33760,AT1G33760,NA,NA,ERF022,PO0025034,leaf mesophyll,AT1G33760,scRNA-seq
leaf mesophyll,AT3G50800,AT3G50800,NA,NA,AT3G50800,PO0025034,leaf mesophyll,AT3G50800,scRNA-seq
leaf mesophyll,PP2-A5,AT1G65390,NA,NA,PP2A5,PO0025034,leaf mesophyll,PP2-A5,scRNA-seq
leaf mesophyll,BZIP61,AT3G58120,Mesophyll cell,10.1038/nature13919,BZIP61,PO0025034,leaf mesophyll,BZIP61,scRNA-seq
leaf mesophyll,CYP707A3,AT5G45340,NA,NA,CYP707A3,PO0025034,bundle sheath,CYP707A3,scRNA-seq
leaf mesophyll,CYP707A3,AT5G45340,NA,NA,CYP707A3,PO0025034,leaf mesophyll,CYP707A3,scRNA-seq
leaf mesophyll,CYP707A3,AT5G45340,NA,NA,CYP707A3,PO0025034,leaf epidermis,CYP707A3,scRNA-seq
leaf mesophyll,AT2G35290,AT2G35290,NA,NA,AT2G35290,PO0025034,leaf mesophyll,AT2G35290,scRNA-seq
leaf mesophyll,AT5G15780,AT5G15780,NA,NA,AT5G15780,PO0025034,leaf mesophyll,AT5G15780,scRNA-seq
leaf mesophyll,AT2G27080,AT2G27080,NA,NA,NHL13,PO0025034,bundle sheath,AT2G27080,scRNA-seq
leaf mesophyll,AT2G27080,AT2G27080,NA,NA,NHL13,PO0025034,leaf mesophyll,AT2G27080,scRNA-seq
leaf mesophyll,AT2G27080,AT2G27080,NA,NA,NHL13,PO0025034,leaf epidermis,AT2G27080,scRNA-seq
leaf mesophyll,AT3G13000,AT3G13000,NA,NA,AT3G13000,PO0025034,leaf mesophyll,AT3G13000,scRNA-seq
leaf mesophyll,AT1G02660,AT1G02660,NA,NA,PLIP2,PO0025034,leaf mesophyll,AT1G02660,scRNA-seq
leaf mesophyll,AtIPCS1,AT3G54020,NA,NA,IPCS1,PO0025034,leaf mesophyll,AtIPCS1,scRNA-seq
leaf mesophyll,XTH9,AT4G03210,NA,NA,XTH9,PO0025034,bundle sheath,XTH9,scRNA-seq
leaf mesophyll,XTH9,AT4G03210,NA,NA,XTH9,PO0025034,leaf mesophyll,XTH9,scRNA-seq
leaf mesophyll,AT5G17350,AT5G17350,NA,NA,AT5G17350,PO0025034,leaf mesophyll,AT5G17350,scRNA-seq
leaf mesophyll,CYP96A12,AT4G39510,NA,NA,CYP96A12,PO0025034,leaf mesophyll,CYP96A12,scRNA-seq
leaf mesophyll,AT1G78820,AT1G78820,NA,NA,AT1G78820,PO0025034,leaf mesophyll,AT1G78820,scRNA-seq
leaf mesophyll,AT1G78820,AT1G78820,NA,NA,AT1G78820,PO0025034,leaf epidermis,AT1G78820,scRNA-seq
leaf mesophyll,BAM5,AT4G15210,NA,NA,BAM5,PO0025034,leaf mesophyll,BAM5,scRNA-seq
leaf mesophyll,PLA2-ALPHA,AT2G06925,Mesophyll cell,10.1038/nature13919,PLA2-ALPHA,PO0025034,leaf pavement cell,PLA2-ALPHA,scRNA-seq
leaf mesophyll,PLA2-ALPHA,AT2G06925,Mesophyll cell,10.1038/nature13919,PLA2-ALPHA,PO0025034,leaf mesophyll,PLA2-ALPHA,scRNA-seq
leaf mesophyll,AT3G58690,AT3G58690,NA,NA,AT3G58690,PO0025034,leaf mesophyll,AT3G58690,scRNA-seq
leaf mesophyll,AT1G78850,AT1G78850,Epidermis,10.1093/plcell/koaa060,AT1G78850,PO0025034,bundle sheath,AT1G78850,scRNA-seq
leaf mesophyll,AT1G78850,AT1G78850,Epidermis,10.1093/plcell/koaa060,AT1G78850,PO0025034,leaf mesophyll,AT1G78850,scRNA-seq
leaf mesophyll,AT1G78850,AT1G78850,Epidermis,10.1093/plcell/koaa060,AT1G78850,PO0025034,leaf epidermis,AT1G78850,scRNA-seq
leaf mesophyll,SLAH3,AT5G24030,Mesophyll cell,10.1126/scisignal.2001346,SLAH3,PO0025034,leaf mesophyll,SLAH3,scRNA-seq
leaf mesophyll,KIN1,AT5G15960,NA,NA,KIN1,PO0025034,leaf mesophyll,KIN1,scRNA-seq
leaf mesophyll,NATA1,AT2G39030,NA,NA,NATA1,PO0025034,leaf mesophyll,NATA1,scRNA-seq
leaf mesophyll,VSP2,AT5G24770,NA,NA,VSP2,PO0025034,leaf mesophyll,VSP2,scRNA-seq
leaf mesophyll,VSP2,AT5G24770,NA,NA,VSP2,PO0025034,leaf,VSP2,Bulk RNA-seq
leaf mesophyll,RAP2.6,AT1G43160,NA,NA,RAP2-6,PO0025034,leaf mesophyll,RAP2.6,scRNA-seq
leaf mesophyll,AT1G10585,AT1G10585,NA,NA,BHLH167,PO0025034,leaf mesophyll,AT1G10585,scRNA-seq
leaf mesophyll,UGT76E12,AT3G46660,NA,NA,UGT76E12,PO0025034,leaf mesophyll,UGT76E12,scRNA-seq
leaf mesophyll,AT5G05600,AT5G05600,NA,NA,AT5G05600,PO0025034,leaf mesophyll,AT5G05600,scRNA-seq
leaf mesophyll,BGLU18,AT1G52400,NA,NA,BGLU18,PO0025034,bundle sheath,BGLU18,scRNA-seq
leaf mesophyll,BGLU18,AT1G52400,NA,NA,BGLU18,PO0025034,leaf mesophyll,BGLU18,scRNA-seq
leaf mesophyll,AT2G38240,AT2G38240,NA,NA,ANS,PO0025034,leaf mesophyll,AT2G38240,scRNA-seq
leaf mesophyll,JRG21,AT3G55970,NA,NA,JRG21,PO0025034,leaf mesophyll,JRG21,scRNA-seq
leaf mesophyll,EXPA10,AT1G26770,Epidermis,10.1093/plcell/koaa060,ATEXPA10,PO0025034,leaf mesophyll,EXPA10,scRNA-seq
leaf mesophyll,EXPA10,AT1G26770,Epidermis,10.1093/plcell/koaa060,ATEXPA10,PO0025034,leaf epidermis,EXPA10,scRNA-seq
leaf mesophyll,PNC2,AT5G27520,Vasculature,10.1093/plcell/koaa060,PNC2,PO0025034,leaf mesophyll,PNC2,scRNA-seq
leaf mesophyll,MT1C,AT1G07610,Phloem,10.1093/plcell/koaa060,MT1C,PO0025034,leaf mesophyll,MT1C,scRNA-seq
leaf mesophyll,LOX3,AT1G17420,NA,NA,LOX3,PO0025034,leaf mesophyll,LOX3,scRNA-seq
leaf mesophyll,AT1G20070,AT1G20070,NA,NA,AT1G20070,PO0025034,bundle sheath,AT1G20070,scRNA-seq
leaf mesophyll,AT1G20070,AT1G20070,NA,NA,AT1G20070,PO0025034,leaf mesophyll,AT1G20070,scRNA-seq
leaf mesophyll,AT1G73325,AT1G73325,NA,NA,AT1G73325,PO0025034,leaf mesophyll,AT1G73325,scRNA-seq
leaf mesophyll,BSMT1,AT3G11480,NA,NA,BSMT1,PO0025034,leaf mesophyll,BSMT1,scRNA-seq
leaf mesophyll,AT3G51450,AT3G51450,Mesophyll cell,10.1093/plcell/koaa060,SSL7,PO0025034,bundle sheath,AT3G51450,scRNA-seq
leaf mesophyll,AT3G51450,AT3G51450,Mesophyll cell,10.1093/plcell/koaa060,SSL7,PO0025034,leaf mesophyll,AT3G51450,scRNA-seq
leaf mesophyll,AT3G51450,AT3G51450,Mesophyll cell,10.1093/plcell/koaa060,SSL7,PO0025034,leaf mesophyll,AT3G51450,Bulk RNA-seq
leaf mesophyll,AT3G51450,AT3G51450,Hydathode cell,10.1093/plcell/koaa060,SSL7,PO0025034,bundle sheath,AT3G51450,scRNA-seq
leaf mesophyll,AT3G51450,AT3G51450,Hydathode cell,10.1093/plcell/koaa060,SSL7,PO0025034,leaf mesophyll,AT3G51450,scRNA-seq
leaf mesophyll,AT3G51450,AT3G51450,Hydathode cell,10.1093/plcell/koaa060,SSL7,PO0025034,leaf mesophyll,AT3G51450,Bulk RNA-seq
leaf mesophyll,JAZ10,AT5G13220,NA,NA,JAZ10,PO0025034,leaf mesophyll,JAZ10,scRNA-seq
leaf mesophyll,CYP94B3,AT3G48520,NA,NA,CYP94B3,PO0025034,leaf mesophyll,CYP94B3,scRNA-seq
leaf mesophyll,CAD5,AT4G34230,Vasculature,10.1093/plcell/koaa060,CAD5,PO0025034,bundle sheath,CAD5,scRNA-seq
leaf mesophyll,CAD5,AT4G34230,Vasculature,10.1093/plcell/koaa060,CAD5,PO0025034,leaf mesophyll,CAD5,scRNA-seq
leaf mesophyll,GSTF6,AT1G02930,Mesophyll cell,10.1093/plcell/koaa060,GSTF6,PO0025034,leaf mesophyll,GSTF6,scRNA-seq
leaf mesophyll,GSTF6,AT1G02930,Hydathode cell,10.1093/plcell/koaa060,GSTF6,PO0025034,leaf mesophyll,GSTF6,scRNA-seq
leaf mesophyll,XTH24,AT4G30270,NA,NA,XTH24,PO0025034,leaf mesophyll,XTH24,scRNA-seq
leaf mesophyll,XTH24,AT4G30270,NA,NA,XTH24,PO0025034,leaf epidermis,XTH24,scRNA-seq
leaf mesophyll,ADC2,AT4G34710,NA,NA,ADC2,PO0025034,leaf mesophyll,ADC2,scRNA-seq
leaf mesophyll,AT3G46650,AT3G46650,NA,NA,AT3G46650,PO0025034,bundle sheath,AT3G46650,scRNA-seq
leaf mesophyll,AT3G46650,AT3G46650,NA,NA,AT3G46650,PO0025034,leaf mesophyll,AT3G46650,scRNA-seq
leaf mesophyll,EXL4,AT5G09440,NA,NA,EXL4,PO0025034,leaf mesophyll,EXL4,scRNA-seq
leaf mesophyll,MBP1,AT1G52040,NA,NA,MBP1,PO0025034,leaf mesophyll,MBP1,scRNA-seq
leaf mesophyll,JAZ5,AT1G17380,Mesophyll cell,10.1093/plcell/koaa060,TIFY11A,PO0025034,bundle sheath,JAZ5,scRNA-seq
leaf mesophyll,JAZ5,AT1G17380,Mesophyll cell,10.1093/plcell/koaa060,TIFY11A,PO0025034,leaf mesophyll,JAZ5,scRNA-seq
leaf mesophyll,JAZ5,AT1G17380,Vasculature,10.1093/plcell/koaa060,TIFY11A,PO0025034,bundle sheath,JAZ5,scRNA-seq
leaf mesophyll,JAZ5,AT1G17380,Vasculature,10.1093/plcell/koaa060,TIFY11A,PO0025034,leaf mesophyll,JAZ5,scRNA-seq
leaf mesophyll,JAZ5,AT1G17380,Hydathode cell,10.1093/plcell/koaa060,TIFY11A,PO0025034,bundle sheath,JAZ5,scRNA-seq
leaf mesophyll,JAZ5,AT1G17380,Hydathode cell,10.1093/plcell/koaa060,TIFY11A,PO0025034,leaf mesophyll,JAZ5,scRNA-seq
leaf mesophyll,AFP3,AT3G29575,NA,NA,AFP3,PO0025034,leaf mesophyll,AFP3,scRNA-seq
leaf mesophyll,AT4G33467,AT4G33467,NA,NA,AT4G33467,PO0025034,leaf mesophyll,AT4G33467,scRNA-seq
leaf mesophyll,ILL5,AT1G51780,NA,NA,ILL5,PO0025034,leaf mesophyll,ILL5,scRNA-seq
leaf mesophyll,GSTU4,AT2G29460,NA,NA,GSTU4,PO0025034,leaf mesophyll,GSTU4,scRNA-seq
leaf mesophyll,HPL1,AT4G15440,NA,NA,CYP74B2,PO0025034,leaf mesophyll,HPL1,scRNA-seq
leaf mesophyll,CYP89A9,AT3G03470,NA,NA,CYP89A9,PO0025034,leaf mesophyll,CYP89A9,scRNA-seq
leaf mesophyll,PSAT,AT4G35630,NA,NA,PSAT1,PO0025034,bundle sheath,PSAT,scRNA-seq
leaf mesophyll,PSAT,AT4G35630,NA,NA,PSAT1,PO0025034,leaf mesophyll,PSAT,scRNA-seq
leaf mesophyll,VHA-E3,AT1G64200,NA,NA,VHA-E3,PO0025034,leaf mesophyll,VHA-E3,scRNA-seq
leaf mesophyll,VHA-E3,AT1G64200,NA,NA,VHA-E3,PO0025034,leaf epidermis,VHA-E3,scRNA-seq
leaf mesophyll,CAD1,AT1G72680,NA,NA,CAD1,PO0025034,leaf mesophyll,CAD1,scRNA-seq
leaf mesophyll,AT1G66760,AT1G66760,NA,NA,DTX9,PO0025034,leaf mesophyll,AT1G66760,scRNA-seq
leaf mesophyll,AT1G66760,AT1G66760,NA,NA,DTX9,PO0025034,leaf epidermis,AT1G66760,scRNA-seq
leaf mesophyll,MYB95,AT1G74430,NA,NA,MYB95,PO0025034,leaf mesophyll,MYB95,scRNA-seq
leaf mesophyll,UGT87A2,AT2G30140,NA,NA,UGT87A2,PO0025034,leaf mesophyll,UGT87A2,scRNA-seq
leaf mesophyll,AT1G52565,AT1G52565,NA,NA,AT1G52565,PO0025034,leaf mesophyll,AT1G52565,scRNA-seq
leaf mesophyll,AT3G43270,AT3G43270,NA,NA,PME32,PO0025034,leaf mesophyll,AT3G43270,scRNA-seq
leaf mesophyll,HB-7,AT2G46680,NA,NA,ATHB-7,PO0025034,leaf mesophyll,HB-7,scRNA-seq
leaf mesophyll,JAZ8,AT1G30135,NA,NA,TIFY5A,PO0025034,leaf mesophyll,JAZ8,scRNA-seq
leaf mesophyll,GSTU1,AT2G29490,NA,NA,GSTU1,PO0025034,bundle sheath,GSTU1,scRNA-seq
leaf mesophyll,GSTU1,AT2G29490,NA,NA,GSTU1,PO0025034,leaf mesophyll,GSTU1,scRNA-seq
leaf mesophyll,EFE,AT1G05010,Mesophyll cell,10.1038/nature13919,ACO4,PO0025034,leaf mesophyll,EFE,scRNA-seq
leaf mesophyll,EFE,AT1G05010,Mesophyll cell,10.1038/nature13919,ACO4,PO0025034,leaf epidermis,EFE,scRNA-seq
leaf mesophyll,EFE,AT1G05010,Mesophyll cell,10.1093/plcell/koaa060,ACO4,PO0025034,leaf mesophyll,EFE,scRNA-seq
leaf mesophyll,EFE,AT1G05010,Mesophyll cell,10.1093/plcell/koaa060,ACO4,PO0025034,leaf epidermis,EFE,scRNA-seq
leaf mesophyll,EFE,AT1G05010,Hydathode cell,10.1093/plcell/koaa060,ACO4,PO0025034,leaf mesophyll,EFE,scRNA-seq
leaf mesophyll,EFE,AT1G05010,Hydathode cell,10.1093/plcell/koaa060,ACO4,PO0025034,leaf epidermis,EFE,scRNA-seq
leaf mesophyll,AT2G34810,AT2G34810,Guard cell,10.1093/plcell/koaa060,AT2G34810,PO0025034,leaf mesophyll,AT2G34810,scRNA-seq
leaf mesophyll,AGT3,AT2G38400,NA,NA,AGT3,PO0025034,leaf mesophyll,AGT3,scRNA-seq
leaf mesophyll,AGT3,AT2G38400,NA,NA,AGT3,PO0025034,leaf epidermis,AGT3,scRNA-seq
leaf mesophyll,AT5G17460,AT5G17460,NA,NA,AT5G17460,PO0025034,leaf mesophyll,AT5G17460,scRNA-seq
leaf mesophyll,AT1G09500,AT1G09500,NA,NA,AT1G09500,PO0025034,leaf mesophyll,AT1G09500,scRNA-seq
leaf mesophyll,ELF4-L3,AT2G06255,Guard cell,10.1093/plcell/koaa060,EFL3,PO0025034,leaf mesophyll,ELF4-L3,scRNA-seq
leaf mesophyll,AT5G53750,AT5G53750,NA,NA,AT5G53750,PO0025034,leaf mesophyll,AT5G53750,scRNA-seq
leaf mesophyll,ERF53,AT2G20880,NA,NA,ERF053,PO0025034,leaf mesophyll,ERF53,scRNA-seq
leaf mesophyll,LOX4,AT1G72520,NA,NA,LOX4,PO0025034,leaf mesophyll,LOX4,scRNA-seq
leaf mesophyll,LOX4,AT1G72520,NA,NA,LOX4,PO0025034,leaf epidermis,LOX4,scRNA-seq
leaf mesophyll,CAX7,AT5G17860,NA,NA,CCX1,PO0025034,leaf mesophyll,CAX7,scRNA-seq
leaf mesophyll,AT1G21400,AT1G21400,NA,NA,AT1G21400,PO0025034,bundle sheath,AT1G21400,scRNA-seq
leaf mesophyll,AT1G21400,AT1G21400,NA,NA,AT1G21400,PO0025034,leaf mesophyll,AT1G21400,scRNA-seq
leaf mesophyll,PMAT1,AT5G39050,NA,NA,PMAT1,PO0025034,leaf mesophyll,PMAT1,scRNA-seq
leaf mesophyll,G3Pp1,AT3G47420,NA,NA,ATPS3,PO0025034,leaf guard cell,G3Pp1,scRNA-seq
leaf mesophyll,G3Pp1,AT3G47420,NA,NA,ATPS3,PO0025034,leaf mesophyll,G3Pp1,scRNA-seq
leaf mesophyll,ERD2,AT1G29330,Mesophyll cell,10.1093/plcell/koaa060,ERD2A,PO0025034,leaf mesophyll,ERD2,scRNA-seq
leaf mesophyll,ERD2,AT1G29330,Hydathode cell,10.1093/plcell/koaa060,ERD2A,PO0025034,leaf mesophyll,ERD2,scRNA-seq
leaf mesophyll,AT1G62660,AT1G62660,Epidermis,10.1093/plcell/koaa060,BFRUCT3,PO0025034,leaf mesophyll,AT1G62660,scRNA-seq
leaf mesophyll,AT1G62660,AT1G62660,Epidermis,10.1093/plcell/koaa060,BFRUCT3,PO0025034,leaf epidermis,AT1G62660,scRNA-seq
leaf mesophyll,PMT6,AT4G36670,NA,NA,PLT6,PO0025034,leaf mesophyll,PMT6,scRNA-seq
leaf mesophyll,PMT6,AT4G36670,NA,NA,PLT6,PO0025034,leaf epidermis,PMT6,scRNA-seq
leaf mesophyll,SIP4,AT2G30360,NA,NA,CIPK11,PO0025034,leaf mesophyll,SIP4,scRNA-seq
leaf mesophyll,SIP4,AT2G30360,NA,NA,CIPK11,PO0025034,leaf epidermis,SIP4,scRNA-seq
leaf mesophyll,AT5G52450,AT5G52450,NA,NA,DTX16,PO0025034,leaf mesophyll,AT5G52450,scRNA-seq
leaf mesophyll,AT3G15356,AT3G15356,NA,NA,LEC,PO0025034,bundle sheath,AT3G15356,scRNA-seq
leaf mesophyll,AT3G15356,AT3G15356,NA,NA,LEC,PO0025034,leaf mesophyll,AT3G15356,scRNA-seq
leaf mesophyll,HB-12,AT3G61890,Guard cell,10.1093/plcell/koaa060,ATHB-12,PO0025034,leaf mesophyll,HB-12,scRNA-seq
leaf mesophyll,AT3G04000,AT3G04000,NA,NA,ChlADR2,PO0025034,bundle sheath,AT3G04000,scRNA-seq
leaf mesophyll,AT3G04000,AT3G04000,NA,NA,ChlADR2,PO0025034,leaf mesophyll,AT3G04000,scRNA-seq
leaf mesophyll,PAP1,AT1G56650,NA,NA,MYB75,PO0025034,leaf mesophyll,PAP1,scRNA-seq
leaf mesophyll,AT1G24145,AT1G24145,NA,NA,AT1G24145,PO0025034,bundle sheath,AT1G24145,scRNA-seq
leaf mesophyll,AT1G24145,AT1G24145,NA,NA,AT1G24145,PO0025034,leaf mesophyll,AT1G24145,scRNA-seq
leaf mesophyll,AT4G33540,AT4G33540,NA,NA,AT4G33540,PO0025034,leaf mesophyll,AT4G33540,scRNA-seq
leaf mesophyll,CEJ1,AT3G50260,NA,NA,ERF011,PO0025034,leaf mesophyll,CEJ1,scRNA-seq
leaf mesophyll,AT4G15765,AT4G15765,NA,NA,AT4G15765,PO0025034,leaf mesophyll,AT4G15765,scRNA-seq
