peptide,type
XP_015634802,RLK
NP_196976,CK
NP_188532,RLP
XP_015646485,KIN
XP_015634808,KIN
XP_015646488,KIN
XP_015642819,KIN
XP_010322622,KIN
XP_010322621,KIN
XP_010322620,KIN
NP_172155,KIN
XP_015649273,N
XP_025884101,NL
XP_004234946,RLK
XP_025876953,KIN
XP_010323689,KIN
XP_004251900,RLK
XP_025880595,KIN
XP_015648880,N
XP_025886859,RLP
NP_849865,KIN
NP_001030950,KIN
XP_025875753,KIN
XP_004236958,CN
XP_004236959,CN
XP_025876483,RLP
XP_004231271,CK
NP_199969,RLK
XP_004236956,RLK
XP_010324488,KIN
XP_019068960,KIN
XP_025884908,KIN
NP_187316,CK
NP_187314,CK
NP_187315,CK
XP_010324487,KIN
NP_189066,CLK
XP_015634663,KIN
XP_010320171,RLK
XP_010320170,RLK
XP_004252636,RLK
XP_025887455,KIN
XP_004231098,KIN
XP_019067391,KIN
XP_025880357,KIN
XP_015615330,N
XP_025877532,CNL
XP_025877533,CNL
NP_189281,CL
XP_015615886,RLP
XP_015615644,KIN
NP_001329009,KIN
XP_025877286,KIN
XP_025877287,KIN
NP_001326588,KIN
XP_025877285,KIN
NP_176704,KIN
NP_001326586,KIN
NP_001326587,KIN
NP_001326585,KIN
NP_201489,KIN
XP_004245833,CK
XP_004251695,RLK
XP_015626727,KIN
XP_025883227,NL
XP_010320561,KIN
XP_015637316,KIN
XP_025878402,KIN
NP_188881,KIN
XP_004233826,T
XP_004233823,KIN
XP_015624659,KIN
XP_015617861,N
NP_001322752,KIN
XP_004234442,RLK
NP_198760,KIN
XP_004252070,KIN
XP_015632362,RLP
NP_568646,KIN
XP_015643193,KIN
XP_015614511,NL
XP_015646909,KIN
XP_015646904,KIN
XP_015619839,KIN
XP_004248110,KIN
NP_001328189,KIN
XP_015627092,KIN
NP_174628,RLP
XP_010326534,RLP
NP_200166,TRAN
NP_174620,N
NP_001324574,KIN
XP_004247548,RLP
NP_174624,RLP
NP_174625,RLP
NP_001330851,RLK
NP_001117396,TNL
NP_001078465,KIN
XP_025885774,RLK
NP_001328457,KIN
NP_001328320,CK
NP_001328321,CK
NP_001328322,CK
NP_001328451,TNL
NP_001320669,RLK
XP_004242921,KIN
NP_001320665,RLK
XP_010318271,CK
XP_010318270,CK
NP_001329583,CTNL
NP_001329582,CTNL
NP_001329581,CTNL
NP_001329580,CTNL
XP_010314563,N
NP_001322914,CN
XP_015617698,RLK
XP_025878087,N
XP_015639322,RLK
NP_180739,KIN
XP_015617697,RLK
NP_190767,KIN
XP_015617691,RLK
XP_015617692,RLK
XP_015617693,RLK
XP_025885199,KIN
NP_564946,KIN
XP_015645349,KIN
NP_564942,RLP
NP_172708,RLK
XP_015649100,CK
NP_001189684,RLK
XP_015644359,N
XP_015644358,N
XP_015617528,CN
XP_015618722,KIN
XP_015647619,KIN
XP_015647614,KIN
XP_015612006,KIN
XP_010320365,KIN
XP_015612004,KIN
XP_010318667,KIN
XP_015638105,RLK
XP_010318668,CN
XP_015624011,KIN
XP_015624012,KIN
XP_015624426,N
NP_001321136,RLK
NP_001321137,RLK
NP_001321135,RLK
XP_015634323,RLP
XP_004232468,RLK
XP_019067829,NL
XP_025887843,L
XP_025887847,KIN
XP_025887844,T
XP_025887849,KIN
XP_025887848,KIN
XP_015639022,KIN
XP_015650598,KIN
NP_174037,TNL
XP_015619014,CN
XP_015631310,KIN
XP_015637415,RLP
XP_015621141,CN
XP_015621144,RLP
XP_015617657,CNL
XP_019069223,RLP
XP_015619052,RLP
XP_004246710,KIN
XP_019069224,CLK
XP_004238006,L
XP_015617985,N
XP_004242726,RLP
XP_015617987,CN
NP_001234266,KIN
XP_015646220,RLP
XP_004234145,KIN
NP_001332753,RLP
XP_004234147,KIN
NP_001325935,RLK
NP_001326911,CK
XP_015644064,N
NP_197012,KIN
XP_015644994,KIN
XP_015644993,KIN
XP_025888611,RLK
NP_181907,KIN
XP_015615587,CN
NP_850955,RLK
XP_015615582,CN
XP_015615583,CN
XP_015615580,CN
XP_015615581,CN
XP_010319240,RLK
XP_015618260,KIN
XP_015618261,KIN
XP_015649929,KIN
NP_175916,KIN
XP_010325183,KIN
XP_010325182,KIN
NP_001318035,CN
XP_010325180,KIN
XP_015615364,RLK
XP_025877388,CNL
XP_025885690,CNL
XP_015649829,CK
XP_004243677,KIN
XP_025885693,CNL
XP_025885694,CNL
XP_025885696,RLK
XP_015649821,KIN
XP_015649822,RLK
XP_015644505,KIN
XP_015644506,KIN
XP_015644507,KIN
XP_015628955,CLK
XP_025883969,N
XP_010325981,KIN
XP_010325980,KIN
XP_004237164,RLK
XP_025887270,KIN
NP_199319,TNL
NP_001328840,KIN
NP_190226,RLK
NP_190224,RLK
NP_190225,KIN
NP_199313,T
NP_190221,RLK
NP_001329133,RLK
XP_015640690,KIN
XP_015640691,KIN
NP_001329134,RLK
NP_001329135,RLK
NP_001329138,RLK
NP_001329139,RLK
NP_198408,KIN
NP_178080,RLK
NP_178085,RLK
NP_178086,KIN
NP_001319887,TN
NP_001319886,KIN
XP_025881996,N
XP_015642013,KIN
NP_190592,RLK
XP_019070378,RLK
XP_015617069,KIN
XP_015617068,RLK
XP_010314222,L
XP_010314221,L
XP_015648749,N
NP_188554,RLP
XP_010323112,RLK
XP_025880820,KIN
NP_001318827,RLK
NP_001318820,KIN
XP_015648332,KIN
NP_200394,KIN
XP_010322604,RLP
XP_025881448,KIN
XP_015641121,KIN
XP_015641120,KIN
XP_004253440,RLK
XP_004238768,KIN
XP_025881331,KIN
NP_001319419,CK
XP_025876939,N
XP_019070883,CK
XP_025882971,CN
XP_015651502,KIN
XP_015629282,RLP
XP_025886879,KIN
XP_025886878,N
NP_199948,RLK
XP_004245143,RLK
NP_196335,RLK
NP_196331,KIN
XP_015639156,RLP
XP_015625289,KIN
NP_001031622,KIN
XP_004231257,RLP
XP_015618843,CNL
XP_015638794,KIN
XP_015638795,KIN
XP_015611050,KIN
XP_010317089,KIN
XP_015616002,KIN
XP_015611056,KIN
XP_010324468,KIN
XP_015634686,KIN
NP_001322497,CNL
XP_015610896,RLK
XP_015610894,KIN
XP_015634689,KIN
XP_015642162,KIN
XP_025887472,KIN
XP_010317882,KIN
NP_001031207,CNL
XP_010317885,KIN
XP_010317884,KIN
XP_004249535,CK
XP_025877511,N
XP_025877460,N
XP_025876207,KIN
XP_025877461,CN
XP_015615118,KIN
NP_001319521,RLP
XP_015642222,KIN
XP_015615117,KIN
NP_198870,KIN
XP_015615111,NL
XP_025876208,KIN
NP_176236,T
NP_179911,RLK
XP_015636932,KIN
XP_004230120,KIN
NP_001321939,KIN
XP_015623820,RLK
XP_015623821,RLK
NP_197469,RLP
NP_001328349,L
XP_015626258,RLK
NP_850094,KIN
NP_850095,KIN
NP_850092,KIN
XP_015642594,KIN
NP_181590,KIN
XP_015637332,KIN
XP_025887042,KIN
XP_025887041,KIN
XP_015617844,CN
XP_015617843,NL
XP_015617842,N
XP_004230343,KIN
NP_974867,KIN
NP_850543,KIN
NP_190961,KIN
NP_849339,RLP
XP_015619859,KIN
XP_015623977,KIN
XP_015643173,KIN
XP_015645631,CNL
NP_175372,RLP
NP_001117210,KIN
XP_025884468,KIN
XP_025884463,RLP
NP_001323796,CTNL
XP_015626373,RLK
NP_001307241,KIN
XP_025882159,CN
NP_001031021,CK
NP_001031022,KIN
XP_025882151,CN
XP_010321233,N
XP_025882155,CN
NP_200144,RLK
NP_001318610,RLK
NP_001324513,KIN
NP_001324512,KIN
NP_001324511,KIN
NP_001078443,RLP
NP_001078442,KIN
NP_001322770,RLK
NP_193925,CK
NP_199438,TNL
NP_199439,TNL
XP_025884806,KIN
XP_025881835,RLK
XP_025878275,RLK
XP_025881839,KIN
NP_001328301,RLK
NP_190260,KIN
NP_001322729,KIN
XP_015651335,KIN
XP_015627614,KIN
XP_015630964,RLK
NP_001266227,KIN
XP_004243283,KIN
XP_025882925,KIN
XP_025882924,KIN
XP_015612247,KIN
NP_001307158,KIN
XP_015612241,CN
XP_015645326,KIN
XP_015645325,KIN
NP_001321482,RLP
XP_010327171,KIN
XP_015649127,N
NP_001321481,RLP
NP_188604,RLK
XP_015644335,KIN
NP_172728,KIN
XP_015613229,N
XP_004238976,RLP
XP_015636332,KIN
XP_015617545,KIN
NP_001325817,KIN
NP_188952,RLP
XP_015621514,KIN
NP_191781,KIN
XP_015616492,RLP
XP_015626887,KIN
NP_001324945,KIN
NP_196833,KIN
NP_172853,KIN
NP_172580,RLK
XP_004232198,KIN
NP_001331510,KIN
NP_001331515,KIN
NP_001331514,CNL
NP_001331516,KIN
XP_015637652,KIN
XP_015629078,RLK
XP_015637651,KIN
XP_015622961,KIN
NP_001330640,TNL
NP_001330641,TNL
XP_015629074,KIN
XP_019067727,KIN
NP_192331,RLP
NP_176008,CLK
NP_176009,RLK
NP_001190950,KIN
XP_015646670,KIN
XP_015646671,KIN
XP_015646672,KIN
XP_015646673,KIN
NP_001332184,CTNL
NP_187072,TNL
XP_015638342,KIN
XP_015643952,KIN
XP_015643953,KIN
NP_001234799,KIN
XP_015619075,KIN
XP_015619070,CN
NP_193605,KIN
NP_187250,RLP
NP_180241,RLK
XP_004248347,KIN
XP_004242255,KIN
XP_004242250,N
XP_004242251,N
XP_004242252,N
NP_192320,T
XP_025877894,CN
XP_025877893,CN
XP_025877892,CN
XP_025877891,CN
XP_015646208,KIN
NP_001319197,KIN
XP_010319667,RLK
XP_010319666,RLK
NP_001319193,T
NP_001319192,T
XP_025884251,KIN
XP_015617251,CN
NP_001319199,RLK
NP_001322219,KIN
XP_025888581,RLK
XP_025888586,KIN
XP_004231756,CK
XP_025877093,N
XP_025877092,KIN
XP_019069864,KIN
NP_176919,KIN
XP_015636212,RLK
XP_015636217,RLP
XP_025884784,RLP
XP_004253264,RLK
XP_015639956,KIN
XP_015639955,KIN
XP_015615561,RLK
XP_019068402,KIN
XP_015614967,KIN
XP_015614966,CK
XP_015614965,CK
XP_004243075,KIN
NP_001332347,KIN
NP_001332346,KIN
NP_001118576,KIN
NP_974328,KIN
XP_015618248,KIN
XP_015618249,KIN
NP_201529,RLK
NP_001323166,KIN
XP_004241502,CK
XP_004233478,KIN
XP_015645135,KIN
XP_004239960,RLK
XP_025885327,KIN
XP_015644525,KIN
NP_175853,KIN
XP_025883410,CN
XP_015626062,KIN
NP_188160,RLP
XP_025879806,KIN
XP_015628932,KIN
XP_025879805,KIN
XP_025879802,KIN
XP_025879803,KIN
XP_025879800,KIN
XP_025879801,KIN
NP_199333,CTNL
XP_015627442,RLK
NP_199336,TNL
NP_199335,T
NP_199334,TNL
NP_199339,TNL
NP_199338,TNL
NP_195123,RLP
NP_191154,KIN
NP_179298,CTNL
NP_175749,RLK
NP_179297,TNL
XP_015623587,KIN
XP_025875934,KIN
XP_019069404,CN
NP_001316046,KIN
XP_025875938,KIN
XP_015623588,KIN
XP_015622197,CK
XP_015617048,NL
XP_015632117,KIN
NP_001185366,KIN
NP_195341,RLK
XP_015646447,L
XP_004232055,KIN
XP_015641490,KIN
XP_004245518,RLP
XP_004232056,CN
XP_015649719,RLK
XP_015646449,CN
NP_199596,KIN
XP_015651295,KIN
XP_004252198,KIN
XP_025880802,KIN
XP_025880803,RLK
XP_025880808,KIN
XP_015619683,KIN
XP_015619689,CN
NP_001306257,CLK
XP_025878047,N
XP_015628622,L
XP_025878048,KIN
XP_004248640,CK
XP_025876915,N
XP_025882957,KIN
XP_025876916,N
NP_173869,RLK
NP_191333,KIN
NP_191332,KIN
XP_015635465,KIN
NP_191330,KIN
NP_191336,KIN
NP_191335,KIN
NP_174439,TNL
XP_015634513,RLK
XP_015631742,RLK
NP_001332500,KIN
NP_001332507,KIN
NP_196311,RLK
XP_015631744,RLK
NP_001331987,RLK
XP_015639175,RLK
NP_001031649,L
XP_015620138,KIN
XP_015639171,RLK
NP_180965,KIN
XP_015639173,RLK
XP_015639172,RLK
NP_001077695,T
NP_001320537,CNL
NP_001320536,CNL
NP_001320530,KIN
XP_010320283,KIN
NP_001330258,TNL
NP_001319226,KIN
XP_019068923,N
XP_004236228,CL
NP_001330255,TNL
NP_001330254,TN
NP_001330257,TN
NP_001330256,TNL
XP_004234047,N
XP_015611073,KIN
NP_565552,KIN
NP_001233773,KIN
XP_025878985,RLP
NP_001322351,RLP
XP_010323534,KIN
NP_564609,KIN
XP_025877646,CN
XP_015647429,KIN
XP_015647427,KIN
NP_173244,KIN
XP_025877644,CN
XP_015647421,KIN
XP_025880371,KIN
XP_010324624,KIN
XP_004250512,NL
XP_015650606,KIN
XP_015650657,CNL
XP_015650651,KIN
XP_015643897,KIN
XP_025879865,CK
NP_001118968,NLK
NP_001321701,KIN
XP_025882083,RLK
XP_019067066,RLK
XP_019067065,RLK
XP_015615176,CN
XP_015615175,RLK
NP_001326278,CK
NP_001326279,CK
NP_001329117,KIN
XP_015621261,RLK
XP_025877792,KIN
NP_199464,TNL
XP_025888937,KIN
NP_197192,RLK
NP_001325595,KIN
XP_025888938,KIN
XP_004237370,N
XP_025875956,KIN
NP_001320260,KIN
NP_187719,RLP
NP_187712,RLP
XP_004233867,RLK
XP_015623520,CK
NP_001326094,KIN
NP_001326095,KIN
NP_001326091,KIN
XP_015648958,KIN
XP_015643235,KIN
NP_001189901,RLP
NP_181713,RLK
XP_015615796,RLK
XP_015615795,N
XP_015615792,KIN
XP_015615790,KIN
XP_004242068,KIN
NP_190949,KIN
XP_004242063,RLK
XP_015619877,KIN
XP_015614554,KIN
XP_015614555,KIN
XP_015619870,CNL
XP_025886404,RLK
NP_001185178,KIN
NP_001190331,KIN
NP_177168,KIN
XP_025884443,N
XP_015636115,CN
XP_025884444,RLP
XP_025884445,RLP
XP_004240938,KIN
XP_004247585,KIN
XP_025882426,KIN
NP_567980,CK
XP_015636007,N
XP_015636000,KIN
XP_015636003,CN
NP_001329810,KIN
XP_025886337,CN
NP_001332082,KIN
NP_001332083,KIN
NP_001327327,KIN
NP_001322793,KIN
NP_193944,RLK
NP_001327329,KIN
NP_001327328,KIN
XP_015632851,KIN
NP_001328367,KIN
XP_015627630,KIN
NP_195594,KIN
XP_004234262,KIN
XP_010314527,KIN
XP_015613791,KIN
XP_015613790,KIN
XP_015633985,RLP
NP_001322177,KIN
XP_015633988,KIN
XP_015613029,KIN
NP_001322176,KIN
XP_015648765,N
XP_015648763,RLK
XP_015635588,KIN
XP_025888012,TNL
XP_015618691,CN
XP_015635582,KIN
XP_015635585,KIN
XP_015635586,KIN
NP_179336,RLP
NP_001321967,CLK
XP_015623247,KIN
XP_015649146,KIN
XP_015641797,N
NP_566444,RLK
XP_025881818,NL
NP_175130,KIN
XP_025884860,KIN
XP_025881812,KIN
NP_175139,RLP
XP_025884867,RLP
XP_015647659,KIN
XP_025879037,NL
NP_171652,KIN
XP_004239390,CN
XP_004244136,KIN
NP_001321170,KIN
XP_004228494,KIN
XP_015631174,RLK
XP_019069678,CN
XP_004228499,TNL
XP_015625981,RLP
XP_015625980,RLP
XP_010312806,TNL
NP_001331069,CN
NP_001331068,CN
NP_180773,T
XP_010312379,KIN
NP_188511,KIN
NP_001330624,RLK
NP_187274,KIN
XP_004237515,RLK
XP_015629099,RLP
XP_019069506,N
NP_179743,KIN
NP_001304158,KIN
NP_180595,KIN
NP_566298,KIN
XP_015617564,RLK
XP_015617562,RLK
XP_015617563,RLK
XP_010321419,KIN
XP_010321417,KIN
XP_004249986,KIN
XP_015643931,CK
XP_015643932,CK
XP_015643933,CK
XP_015643934,RLP
XP_015643935,RLP
XP_015619092,KIN
XP_015643937,RLP
XP_004240344,KIN
XP_004238042,RLK
XP_004238044,RLK
NP_001319202,RLK
NP_001319201,RLK
NP_001311224,N
NP_001320499,CK
NP_001031781,N
XP_025876073,KIN
NP_001234519,KIN
XP_015636586,RLP
NP_001030784,KIN
NP_001332716,KIN
NP_001332717,KIN
NP_001332714,KIN
NP_001332715,KIN
NP_001332712,RLK
NP_001332713,RLK
NP_001332711,RLK
XP_004234101,RLK
XP_015620859,KIN
NP_177374,CLK
XP_025888032,RLP
XP_025888031,KIN
XP_010318957,RLK
XP_015633893,N
XP_010316492,L
XP_015625776,KIN
XP_015625774,KIN
XP_015625775,KIN
XP_015625773,KIN
XP_004253249,RLP
NP_177087,RLK
XP_004229459,KIN
XP_015615540,CN
XP_015615096,RLK
XP_015615098,RLK
XP_015615099,RLK
XP_015646887,KIN
XP_015646885,KIN
XP_015618229,N
NP_201509,KIN
XP_015649961,RLK
XP_015649960,RLK
XP_015649963,RLK
XP_015649962,RLK
XP_015618225,KIN
XP_015618227,RLP
NP_175957,RLK
XP_015642413,RLK
XP_015615891,RLP
XP_015615892,RLP
XP_015615894,KIN
XP_015615895,KIN
XP_015614409,RLP
XP_015648909,KIN
NP_001078767,KIN
XP_025885302,KIN
NP_001078762,KIN
NP_001322634,RLK
NP_001322635,RLK
XP_025885308,KIN
NP_001322633,RLK
XP_015626044,N
XP_015626512,RLK
XP_015626511,RLK
XP_015626510,RLK
XP_025883431,NLK
XP_015626048,N
NP_178510,RLK
XP_025883435,CN
XP_019068543,KIN
NP_188102,RLK
XP_015628917,KIN
NP_001323321,KIN
XP_015630587,KIN
NP_001323323,RLK
XP_015621892,KIN
XP_015621891,KIN
NP_001234289,KIN
XP_015614941,KIN
NP_198990,TNL
NP_177763,KIN
NP_198997,CL
NP_198447,KIN
NP_198445,KIN
XP_004247240,CK
NP_001318798,KIN
XP_015614055,CK
XP_015614054,CK
NP_001324492,TNL
XP_015614052,CK
XP_015614051,CK
XP_015614050,CK
NP_001032010,KIN
NP_172686,CNL
XP_004238541,KIN
XP_025881154,CN
XP_025881153,CN
XP_025881152,CN
NP_001328774,KIN
XP_004236659,KIN
XP_015648480,KIN
NP_001321989,CK
NP_001329175,KIN
XP_025886103,KIN
XP_015624916,KIN
NP_001331498,CK
NP_001331499,KIN
NP_172468,RLK
NP_001331497,CK
NP_195775,KIN
NP_001321988,CK
XP_025882939,KIN
XP_004248119,KIN
XP_004247635,KIN
XP_004247634,KIN
NP_001077907,KIN
XP_004247630,KIN
NP_001330018,KIN
NP_001320043,KIN
NP_001289831,N
XP_010313815,RLP
XP_010313816,RLP
XP_010313811,RLP
NP_195363,KIN
NP_973571,KIN
XP_010312635,KIN
XP_015634539,KIN
NP_001331726,NL
XP_004231569,N
NP_001325078,KIN
XP_015620117,CNL
XP_015620116,CNL
XP_004231560,RLK
XP_025886839,RLK
NP_001325077,KIN
NP_001325074,RLP
XP_015645514,KIN
XP_010322648,N
XP_015649429,CNL
XP_004228884,KIN
XP_015649424,CNL
XP_004251295,KIN
XP_015649353,RLP
NP_200402,KIN
XP_025886228,RLK
XP_025880358,KIN
XP_025880359,KIN
XP_019067884,KIN
XP_025879775,KIN
XP_025880354,KIN
XP_019067887,KIN
XP_019067880,KIN
XP_015629131,KIN
XP_019067882,KIN
XP_019067883,KIN
NP_195812,CK
XP_004250531,RLP
NP_195815,RLK
NP_849803,KIN
XP_015650631,KIN
XP_015650639,KIN
XP_004236869,RLP
NP_187488,KIN
XP_015615158,CN
NP_187480,RLK
NP_187484,KIN
NP_187485,KIN
XP_015621243,RLK
XP_015621240,KIN
NP_176760,TNL
XP_015621246,KIN
XP_015621247,KIN
XP_004249798,KIN
XP_010316641,KIN
NP_182059,RLK
XP_004237358,KIN
XP_015637377,KIN
XP_015643215,NL
XP_015643214,CNL
XP_015648973,KIN
NP_001154372,TNL
XP_025886746,KIN
XP_015643219,KIN
NP_001190135,KIN
NP_001319018,KIN
NP_001328543,RLK
NP_001189928,CK
NP_851189,KIN
XP_025877118,CL
XP_015643133,RLK
XP_025877116,CNL
XP_025877117,KIN
XP_025877115,CNL
XP_015619321,KIN
NP_849370,KIN
NP_189195,RLP
XP_015626219,N
NP_001322403,KIN
XP_015625096,KIN
XP_015625095,RLP
NP_177149,KIN
XP_025882118,RLK
XP_025882441,CN
XP_025882442,CN
XP_025882112,CN
XP_025882113,RLK
XP_015636028,KIN
XP_004230831,RLP
XP_015643683,CK
XP_010326559,KIN
XP_025886351,RLK
XP_004236409,KIN
XP_019068258,RLK
XP_015636027,KIN
NP_001330110,KIN
XP_010314726,CN
XP_015625547,RLK
XP_004232252,RLK
XP_015633612,RLP
NP_193214,KIN
NP_193747,RLK
XP_004233157,RLK
NP_001318660,RLP
XP_015633475,KIN
NP_974170,KIN
XP_015630327,RLK
XP_025886344,N
XP_004240911,RLK
XP_015630325,RLK
XP_015630324,KIN
XP_015648742,KIN
XP_015648746,N
XP_015648744,N
XP_015648745,N
XP_010313421,KIN
NP_001329691,KIN
NP_001329690,KIN
XP_010313420,KIN
NP_001078591,KIN
XP_015649161,KIN
XP_015649162,KIN
XP_015649165,RLK
XP_015613261,RLK
XP_015613260,RLK
NP_178304,RLK
XP_019066902,KIN
NP_001328348,L
XP_025878231,KIN
NP_001328347,L
XP_015632870,KIN
XP_015632873,RLK
XP_015632872,KIN
NP_171679,KIN
NP_001324113,RLK
NP_001324112,RLK
NP_001324111,CK
NP_001032080,RLK
XP_019069612,KIN
XP_019069611,KIN
XP_004232151,KIN
XP_015631115,RLK
XP_015631114,RLK
XP_015639346,RLK
XP_015639347,RLK
XP_015639345,KIN
XP_015639348,RLK
XP_015639349,RLK
NP_565453,CK
NP_187254,CK
XP_015638345,KIN
NP_187251,RLP
XP_015638346,RLK
NP_191470,KIN
XP_015619520,KIN
NP_001190918,KIN
XP_015613914,KIN
XP_015646632,RLK
XP_025881746,CN
XP_015617580,CN
NP_563685,RLP
XP_015643910,RLK
XP_015643911,RLP
NP_001030811,KIN
NP_001030814,KIN
NP_001319227,KIN
NP_196292,KIN
XP_004240362,CK
XP_015625305,KIN
XP_004231177,KIN
NP_001320960,CNL
NP_001077716,RLK
NP_001330355,KIN
NP_001330356,KIN
XP_015636566,KIN
XP_015636565,KIN
XP_015636561,RLK
XP_025888544,KIN
XP_025888543,KIN
XP_025888016,KIN
XP_019069822,CN
NP_001327594,TNL
NP_680192,KIN
XP_015622655,KIN
XP_025877329,RLK
XP_025877323,CNL
XP_025877322,KIN
XP_004243038,RLP
XP_004243035,KIN
XP_015633283,KIN
XP_015633284,KIN
NP_568416,L
XP_025883638,KIN
NP_974360,RLK
NP_680446,KIN
NP_680447,KIN
XP_015642431,RLP
XP_025887741,KIN
XP_025887742,KIN
XP_004233431,KIN
NP_680448,CK
NP_001316171,KIN
XP_025882321,CN
XP_025882320,CN
XP_025882323,CN
XP_025882322,CN
XP_025882325,CN
XP_025882324,CN
XP_025882327,N
XP_025882326,CN
XP_015648177,RLK
XP_004230443,KIN
XP_025883451,N
XP_025883452,RLK
XP_025883456,CL
XP_025883853,CN
XP_015631935,KIN
XP_015622220,KIN
XP_015631936,KIN
XP_025887290,TRAN
NP_194567,RLP
XP_015614693,RLP
XP_015623157,KIN
NP_567680,KIN
XP_019071195,RLK
XP_015648179,RLK
XP_015648178,RLK
XP_015651138,KIN
XP_015651137,CNL
XP_015651136,KIN
XP_010326122,KIN
XP_015648176,RLK
NP_001185325,TNL
NP_001190473,KIN
NP_001190474,N
