Species_type,Tissus_type,Tissue_type_PO,Cell_type,Cell_type_PO,Cell_marker_name,Gene_symbol,Gene_id,Gene_id_rap,Protein_name,Protein_id,Marker_resource,PMID,Note_gene_type,Description
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT3G21670,AT3G21670,,,,scRNA-seq,33955487,Differentially expressed gene,Major facilitator superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT3G24190,AT3G24190,,,,scRNA-seq,33955487,Differentially expressed gene,Protein kinase superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,CHUP1,AT3G25690,,,,scRNA-seq,33955487,Differentially expressed gene,Hydroxyproline-rich glycoprotein family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,PHT2;1,AT3G26570,,,,scRNA-seq,33955487,Differentially expressed gene,phosphate transporter 2;1
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,GAPA,AT3G26650,,,,scRNA-seq,33955487,Differentially expressed gene,glyceraldehyde 3-phosphate dehydrogenase A subunit
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,RPL12-C,AT3G27850,,,,scRNA-seq,33955487,Differentially expressed gene,ribosomal protein L12-C
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,PTAC16,AT3G46780,,,,scRNA-seq,33955487,Differentially expressed gene,plastid transcriptionally active 16
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,ALDH2B4,AT3G48000,,,,scRNA-seq,33955487,Differentially expressed gene,aldehyde dehydrogenase 2B4
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,CSR1,AT3G48560,,,,scRNA-seq,33955487,Differentially expressed gene,chlorsulfuron/imidazolinone resistant 1
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,PSBO2,AT3G50820,,,,scRNA-seq,33955487,Differentially expressed gene,photosystem II subunit O-2
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,HCEF1,AT3G54050,,,,scRNA-seq,33955487,Differentially expressed gene,high cyclic electron flow 1
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,GR,AT3G54660,,,,scRNA-seq,33955487,Differentially expressed gene,glutathione reductase
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,LHCA1,AT3G54890,,,,scRNA-seq,33955487,Differentially expressed gene,chlorophyll a-b binding protein 6
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,SBPASE,AT3G55800,,,,scRNA-seq,33955487,Differentially expressed gene,sedoheptulose-bisphosphatase
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,CRD1,AT3G56940,,,,scRNA-seq,33955487,Differentially expressed gene,"dicarboxylate diiron protein, putative (Crd1)"
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,GUN4,AT3G59400,,,,scRNA-seq,33955487,Differentially expressed gene,protein GENOMES UNCOUPLED 4
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT3G60750,AT3G60750,,,,scRNA-seq,33955487,Differentially expressed gene,Transketolase
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,LHCA2,AT3G61470,,,,scRNA-seq,33955487,Differentially expressed gene,photosystem I light harvesting complex protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,CP12-2,AT3G62410,,,,scRNA-seq,33955487,Differentially expressed gene,CP12 domain-containing protein 2
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,CSP41A,AT3G63140,,,,scRNA-seq,33955487,Differentially expressed gene,chloroplast stem-loop binding protein of 41 kDa
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,APG1,AT3G63410,,,,scRNA-seq,33955487,Differentially expressed gene,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,EMB3126,AT3G63490,,,,scRNA-seq,33955487,Differentially expressed gene,Ribosomal protein L1p/L10e family
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,CCD1,AT3G63520,,,,scRNA-seq,33955487,Differentially expressed gene,carotenoid cleavage dioxygenase 1
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,TROL,AT4G01050,,,,scRNA-seq,33955487,Differentially expressed gene,thylakoid rhodanese-like protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,TBL26,AT4G01080,,,,scRNA-seq,33955487,Differentially expressed gene,TRICHOME BIREFRINGENCE-LIKE 26
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT4G01310,AT4G01310,,,,scRNA-seq,33955487,Differentially expressed gene,Ribosomal L5P family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,PSAD-1,AT4G02770,,,,scRNA-seq,33955487,Differentially expressed gene,photosystem I subunit D-1
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,ATHM2,AT4G03520,,,,scRNA-seq,33955487,Differentially expressed gene,Thioredoxin superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,ATPC1,AT4G04640,,,,scRNA-seq,33955487,Differentially expressed gene,"ATPase, F1 complex, gamma subunit protein"
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,ATSPS4F,AT4G10120,,,,scRNA-seq,33955487,Differentially expressed gene,Sucrose-phosphate synthase family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,LHCB5,AT4G10340,,,,scRNA-seq,33955487,Differentially expressed gene,light harvesting complex of photosystem II 5
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT4G11570,AT4G11570,,,,scRNA-seq,33955487,Differentially expressed gene,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,CYP706A6,AT4G12320,,,,scRNA-seq,33955487,Differentially expressed gene,"cytochrome P450, family 706, subfamily A, polypeptide 6"
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,PSAL,AT4G12800,,,,scRNA-seq,33955487,Differentially expressed gene,photosystem I subunit l
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT4G12980,AT4G12980,,,,scRNA-seq,33955487,Differentially expressed gene,Auxin-responsive family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,J20,AT4G13830,,,,scRNA-seq,33955487,Differentially expressed gene,DNAJ-like 20
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT4G15545,AT4G15545,,,,scRNA-seq,33955487,Differentially expressed gene,PH-response transcription factor
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,CLA1,AT4G15560,,,,scRNA-seq,33955487,Differentially expressed gene,Deoxyxylulose-5-phosphate synthase
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,CT-BMY,AT4G17090,,,,scRNA-seq,33955487,Differentially expressed gene,chloroplast beta-amylase
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,NCED4,AT4G19170,,,,scRNA-seq,33955487,Differentially expressed gene,nine-cis-epoxycarotenoid dioxygenase 4
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,RABE1b,AT4G20360,,,,scRNA-seq,33955487,Differentially expressed gene,RAB GTPase homolog E1B
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,PGR5-LIKE A,AT4G22890,,,,scRNA-seq,33955487,Differentially expressed gene,PGR5-LIKE A
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,cpHsc70-1,AT4G24280,,,,scRNA-seq,33955487,Differentially expressed gene,chloroplast heat shock protein 70-1
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,FBA5,AT4G26530,,,,scRNA-seq,33955487,Differentially expressed gene,Aldolase superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,VTC2,AT4G26850,,,,scRNA-seq,33955487,Differentially expressed gene,GDP-L-galactose phosphorylase 1
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,TAP38,AT4G27800,,,,scRNA-seq,33955487,Differentially expressed gene,thylakoid-associated phosphatase 38
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT4G28080,AT4G28080,,,,scRNA-seq,33955487,Differentially expressed gene,Tetratricopeptide repeat (TPR)-like superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,emb2726,AT4G29060,,,,scRNA-seq,33955487,Differentially expressed gene,elongation factor Ts family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,FAD6,AT4G30950,,,,scRNA-seq,33955487,Differentially expressed gene,fatty acid desaturase 6
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,GLDP1,AT4G33010,,,,scRNA-seq,33955487,Differentially expressed gene,glycine decarboxylase P-protein 1
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,HDR,AT4G34350,,,,scRNA-seq,33955487,Differentially expressed gene,4-hydroxy-3-methylbut-2-enyl diphosphate reductase
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,CAT2,AT4G35090,,,,scRNA-seq,33955487,Differentially expressed gene,catalase 2
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,ACO1,AT4G35830,,,,scRNA-seq,33955487,Differentially expressed gene,aconitase 1
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,SHM1,AT4G37930,,,,scRNA-seq,33955487,Differentially expressed gene,serine transhydroxymethyltransferase 1
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,FBA2,AT4G38970,,,,scRNA-seq,33955487,Differentially expressed gene,fructose-bisphosphate aldolase 2
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,RSR4,AT5G01410,,,,scRNA-seq,33955487,Differentially expressed gene,Aldolase-type TIM barrel family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,LHCB4.1,AT5G01530,,,,scRNA-seq,33955487,Differentially expressed gene,light harvesting complex photosystem II
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,GLU1,AT5G04140,,,,scRNA-seq,33955487,Differentially expressed gene,glutamate synthase 1
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT5G07020,AT5G07020,,,,scRNA-seq,33955487,Differentially expressed gene,proline-rich family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT5G08650,AT5G08650,,,,scRNA-seq,33955487,Differentially expressed gene,Small GTP-binding protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,PMDH2,AT5G09660,,,,scRNA-seq,33955487,Differentially expressed gene,peroxisomal NAD-malate dehydrogenase 2
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,DiT1,AT5G12860,,,,scRNA-seq,33955487,Differentially expressed gene,dicarboxylate transporter 1
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,GUN5,AT5G13630,,,,scRNA-seq,33955487,Differentially expressed gene,"magnesium-chelatase subunit chlH, chloroplast, putative / Mg-protoporphyrin IX chelatase, putative (CHLH)"
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,SVR3,AT5G13650,,,,scRNA-seq,33955487,Differentially expressed gene,elongation factor family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT5G13770,AT5G13770,,,,scRNA-seq,33955487,Differentially expressed gene,Pentatricopeptide repeat (PPR-like) superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT5G14120,AT5G14120,,,,scRNA-seq,33955487,Differentially expressed gene,Major facilitator superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,APL1,AT5G19220,,,,scRNA-seq,33955487,Differentially expressed gene,ADP glucose pyrophosphorylase large subunit 1
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT5G19540,AT5G19540,,,,scRNA-seq,33955487,Differentially expressed gene,thermosome subunit gamma
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,CaS,AT5G23060,,,,scRNA-seq,33955487,Differentially expressed gene,calcium sensing receptor
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,emb1138,AT5G26742,,,,scRNA-seq,33955487,Differentially expressed gene,DEAD box RNA helicase (RH3)
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT5G28500,AT5G28500,,,,scRNA-seq,33955487,Differentially expressed gene,rubisco accumulation factor-like protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,GS2,AT5G35630,,,,scRNA-seq,33955487,Differentially expressed gene,glutamine synthetase 2
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT5G35970,AT5G35970,,,,scRNA-seq,33955487,Differentially expressed gene,P-loop containing nucleoside triphosphate hydrolases superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,RBCS3B,AT5G38410,,,,scRNA-seq,33955487,Differentially expressed gene,Ribulose bisphosphate carboxylase (small chain) family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,RBCS2B,AT5G38420,,,,scRNA-seq,33955487,Differentially expressed gene,Ribulose bisphosphate carboxylase (small chain) family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,RBCS1B,AT5G38430,,,,scRNA-seq,33955487,Differentially expressed gene,Ribulose bisphosphate carboxylase (small chain) family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,VAR1,AT5G42270,,,,scRNA-seq,33955487,Differentially expressed gene,FtsH extracellular protease family
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,CIPK20,AT5G45820,,,,scRNA-seq,33955487,Differentially expressed gene,CBL-interacting protein kinase 20
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,APE2,AT5G46110,,,,scRNA-seq,33955487,Differentially expressed gene,Glucose-6-phosphate/phosphate translocator-like protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,LIL3:2,AT5G47110,,,,scRNA-seq,33955487,Differentially expressed gene,Chlorophyll A-B binding family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,FRO6,AT5G49730,,,,scRNA-seq,33955487,Differentially expressed gene,ferric reduction oxidase 6
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,FRO7,AT5G49740,,,,scRNA-seq,33955487,Differentially expressed gene,ferric reduction oxidase 7
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,cpHsc70-2,AT5G49910,,,,scRNA-seq,33955487,Differentially expressed gene,chloroplast heat shock protein 70-2
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,CLPC1,AT5G50920,,,,scRNA-seq,33955487,Differentially expressed gene,CLPC homologue 1
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,OMT1,AT5G54160,,,,scRNA-seq,33955487,Differentially expressed gene,O-methyltransferase 1
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,THI1,AT5G54770,,,,scRNA-seq,33955487,Differentially expressed gene,"thiazole biosynthetic enzyme, chloroplast (ARA6) (THI1) (THI4)"
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,HDS,AT5G60600,,,,scRNA-seq,33955487,Differentially expressed gene,4-hydroxy-3-methylbut-2-enyl diphosphate synthase
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,ABCF5,AT5G64840,,,,scRNA-seq,33955487,Differentially expressed gene,general control non-repressible 5
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,FNR1,AT5G66190,,,,scRNA-seq,33955487,Differentially expressed gene,ferredoxin-NADP[+]-oxidoreductase 1
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,PSBO1,AT5G66570,,,,scRNA-seq,33955487,Differentially expressed gene,PS II oxygen-evolving complex 1
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,PSAD-2,AT1G03130,,,,scRNA-seq,33955487,Differentially expressed gene,photosystem I subunit D-2
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,FTSH8,AT1G06430,,,,scRNA-seq,33955487,Differentially expressed gene,FTSH protease 8
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,PSBP-1,AT1G06680,,,,scRNA-seq,33955487,Differentially expressed gene,photosystem II subunit P-1
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,PSB27,AT1G03600,,,,scRNA-seq,33955487,Differentially expressed gene,photosystem II family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,POR C,AT1G03630,,,,scRNA-seq,33955487,Differentially expressed gene,protochlorophyllide oxidoreductase C
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,THM1,AT1G03680,,,,scRNA-seq,33955487,Differentially expressed gene,thioredoxin M-type 1
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,Tic20-I,AT1G04940,,,,scRNA-seq,33955487,Differentially expressed gene,translocon at the inner envelope membrane of chloroplasts 20
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G08360,AT1G08360,,,,scRNA-seq,33955487,Differentially expressed gene,Ribosomal protein L1p/L10e family
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,PSAO,AT1G08380,,,,scRNA-seq,33955487,Differentially expressed gene,photosystem I subunit O
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G09690,AT1G09690,,,,scRNA-seq,33955487,Differentially expressed gene,Translation protein SH3-like family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,PRIN2,AT1G10522,,,,scRNA-seq,33955487,Differentially expressed gene,Serine/Threonine-kinase
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,FD1,AT1G10960,,,,scRNA-seq,33955487,Differentially expressed gene,ferredoxin 1
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,CLPP6,AT1G11750,,,,scRNA-seq,33955487,Differentially expressed gene,CLP protease proteolytic subunit 6
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G12250,AT1G12250,,,,scRNA-seq,33955487,Differentially expressed gene,Pentapeptide repeat-containing protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G13650,AT1G13650,,,,scRNA-seq,33955487,Differentially expressed gene,hypothetical protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,PnsL2,AT1G14150,,,,scRNA-seq,33955487,Differentially expressed gene,PsbQ-like 2
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,SAC52,AT1G14320,,,,scRNA-seq,33955487,Differentially expressed gene,Ribosomal protein L16p/L10e family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G15930,AT1G15930,,,,scRNA-seq,33955487,Differentially expressed gene,Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G16080,AT1G16080,,,,scRNA-seq,33955487,Differentially expressed gene,nuclear protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,UP6,AT1G16730,,,,scRNA-seq,33955487,Differentially expressed gene,hypothetical protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,ACR11,AT1G16880,,,,scRNA-seq,33955487,Differentially expressed gene,uridylyltransferase-like protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,HBP1,AT1G17100,,,,scRNA-seq,33955487,Differentially expressed gene,SOUL heme-binding family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,BTF3,AT1G17880,,,,scRNA-seq,33955487,Differentially expressed gene,basic transcription factor 3
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G18060,AT1G18060,,,,scRNA-seq,33955487,Differentially expressed gene,microbial collagenase
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,PnsB4,AT1G18730,,,,scRNA-seq,33955487,Differentially expressed gene,NDH dependent flow 6
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,FNR2,AT1G20020,,,,scRNA-seq,33955487,Differentially expressed gene,ferredoxin-NADP[+]-oxidoreductase 2
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,DRT112,AT1G20340,,,,scRNA-seq,33955487,Differentially expressed gene,Cupredoxin superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G20810,AT1G20810,,,,scRNA-seq,33955487,Differentially expressed gene,FKBP-like peptidyl-prolyl cis-trans isomerase family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G21065,AT1G21065,,,,scRNA-seq,33955487,Differentially expressed gene,secondary thiamine-phosphate synthase enzyme
